device_id|days
197414434|3#6#9#13#14#17#18#19#22#23#26#30#31#32#33#35#36#37#40#41#43#48#52#54#55#57#58#59
197415315|1#4#6#7#8#10#11#13#15#19#28#34#35#38#39#40#44#52#53#56
197416577|19#24#25#26#27#28#29#30#31#32#33#34#35#36#37#39#40#41#42#43#44#45#46#47#48#50#52#53#56
197416937|2#3#6#7#12#17#21#22#23#27#28#29#31#42#43#46#47#48#49#54#55#58#59#60
197418867|4#6#10#19#29#31#32#35#38#54
197419508|2#10#12#32#33#40#45#56#59#60
197420716|1#3#4#5#6#7#8#10#12#13#14#15#18#21#22#23#24#25#28#29#30#31#33#34#35#36#38#39#42#43#44#45#47#48#49#50#51#52#53#58#60
197420913|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#29#30#34#36#42#49#50#54#55#56#58
197421164|2#3#10#11#12#14#15#17#18#19#22#23#24#26#28#29#30#31#32#37#43#44#52#54#55#56#58#59#60
197421286|10#11#14#19#26#28#29#32#42#43#45#51#54#56#57#58
197421371|1#2#3#4#5#9#10#11#12#13#14#18#19#20#21#22#24#25#26#27#29#30#31#34#35#36#37#38#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#59#60
197423833|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#25#26#27#28#29#32#33#34#35#36#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
197424505|1#3#4#5#6#7#8#9#10#21#22#23#24#25#26#27#30#37#39#40#41#42#43#49#50#51#52#56#57#58#59
197425406|3#8#9#20#25#27#32#36#38#46#51#58#60
197425475|13#17#18#19#20#23#24#25#30#31#32#33#34#40#41#43#44#45#47#48#51#52#54#60
197425999|1#2#3#4#5#6#8#9#10#11#12#13#14#16#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#41#43#44#45#46#47#48#49#50#51#53#54#55#56#57#58#59
197426507|2#8#9#10#33#34#35#37#44#45#46#54#55#60
197426707|1#2#3#4#5#6#7#8#9#13#15#16#17#18#19#21#22#23#25#26#28#29#30#32#36#38#40#41#44#45#46#47#49#51#52#53#55#56#57#58#59#60
197426935|2#3#5#6#7#17#18#22#23#24#27#28#29#30#31#32#34#42#44#45#46#51#58#59#60
197427069|7#11#15#16#18#24#26#27#29#32#33#44
197427216|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#23#26#28#32#33#34#35#38#39#42#43#44#45#46#47#48#49#50#51#52#53#54#59
197427436|40#42#43#44#45#46#47#51#55#58#59
197427768|39#40#41#47#48#49#51#52#53#57#58#59
197428765|4#5#6#7#8#9#13#14#16#21#22#44#45#47#48#49#51#52#53#56#57#58#59
197428771|31#32#33#34#38#39#40#41#42#45#46#47#55
197429400|1#4#13#22#25#27#28#33#42#43#44#45#56
197429472|10#11#12#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#51#52#53#54#56#57#58#59#60
197429793|2#5#6#9#11#12#13#14#15#16#17#18#19#21#22#23#28#37#39
197430107|5#8#9#11#13#14#28#32#34#38#41#43#50#53#55#56#59#60
197431290|1#2#14#15#16#17#19#23#24#31#43#44#47#53#55#57#58#59#60
197431553|2#3#5#6#7#8#9#10#11#14#15#16#17#18#23#24#28#29#30#33#34#35#38#39#40#41#42#44#45#46#47#48#49#50#51#54#57#58#59#60
197431883|3#5#6#7#8#11#12#13#14#15#16#17#19#22#33#34#35#39#44#50#53#54#56#57#58#59#60
197432722|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
197432814|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#43#44#45#46#47#48#49#51#53#54#55#57#58#59
197434828|1#3#5#7#11#18#19#21#29#31#32#34#35#36#38#39#41#48#50#52#53#54#55#57#58#60
197434927|1#8#10#11#12#14#20#21#22#23#24#28#30#32#33#35#36#46#47#49#51#52#53#58
197435625|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#19#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#39#40#41#42#43#44#45#47#48#51#52#53#54#55#56#57#58#59#60
197436159|4#5#6#10#17#19#24#27#32#35#42#47#58
197436326|6#34#35#40#41#43#44#46#48#50#51#52#53#54#55#56#57#58#59#60
197436995|9#12#13#15#41#45#46#52#53#55#58
197438746|2#7#9#10#11#13#14#17#18#19#20#21#22#25#28#29#30#31#33#34#35#39#40#46#50#52#53#54#55#56#57#59#60
197439386|1#2#3#7#9#10#21#23#24#25#26#27#28#29#30#31#32#35#38#39#40#41#43#44#45#46#47#52#53#54#55#56#60
197439781|1#2#3#6#7#8#9#10#16#17#18#20#21#22#23#24#28#29#31#33#35#36#37#39#40#41#42#43#44#45#46#47#49#50#51#52#54#55#56#57#59#60
197439889|2#8#9#10#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
197441435|1#2#5#10#11#12#14#15#16#17#19#21#22#23#24#26#27#28#29#31#32#33#35#37#38#39#40#43#45#47#48#49#50#51#53#54#55#56#57#58#60
197441473|16#17#18#19#20#23#24#27#30#32#36#39#49#50#52#57#58#60
197442967|2#3#6#7#8#9#11#12#13#14#15#17#18#19#20#21#28#29#45
197443217|5#13#14#15#37#39#44#46#47#58
197443770|20#22#23#25#26#27#28#29#32#40#54#56#57#58
197443843|2#4#16#19#20#21#23#26#27#31#39#56
197444128|50#51#52#53#54#55#57#58#59#60
197445010|13#14#16#18#19#25#26#27#28#30#31#32#33#35#36#37#39#40#41#43
197445595|44#45#46#47#48#49#50#51#52#54#56#57#58
197447247|3#4#5#6#8#13#16#17#18#22#23#25#26#27#33#36#37#42#50#51#53#54#55#57#58
197447555|5#14#15#17#24#25#26#27#29#30#31#33#34#35#36#40#41#44#47#48#51
197448269|5#10#15#16#17#23#24#25#26#27#28#29#30#31#32#33#34#35#37#42
197448435|1#2#3#4#5#6#7#8#9#10#11#12#15#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#39#40#41#42#43#44#45#47#49#50#51#52#55#56#57#59#60
197449046|4#20#31#39#43#46#47#49#52#53#54
197449091|5#16#17#18#23#31#32#43#46#47#52#53
197449257|5#14#21#22#24#25#29#33#34#46#48
197449462|1#2#3#4#7#8#9#10#11#12#13#14#15#16#17#18#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#43#44#45#46#47#49#50#51#52#53#54#55#57#58#59#60
197449479|1#2#3#4#5#6#7#8#9#10#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#45#46#47#48#49#51#52#53#54#55#56#57#58#59#60
197450299|3#4#5#12#13#14#39#52#53#54#55#56#59#60
197453881|33#34#35#36#37#38#39#40#43#44#45#46#59
197453901|2#10#16#17#28#29#32#50#58#60
197454348|2#3#4#6#9#10#11#12#13#17#18#20#21#22#23#24#25#26#28#29#30#31#36#37#38#39#43#53#55#56
197454420|7#8#11#15#16#18#23#25#26#28#30#31#32#34#35#37#42#43#44#49#50#52#53#54#55#56#57#59#60
197455258|6#7#10#12#13#14#16#24#25#27#28#29#30#31#34#35#37#45#46#47#50#52#54#57
197455912|2#4#6#8#9#12#13#14#15#16#17#18#19#20#22#28#29#30#32#34#35#39#45#50#52#59
197455939|3#8#13#33#35#41#42#44#45#46#52#53#54#57#59
197456059|9#10#11#15#17#18#23#24#28#42#43
197456669|7#14#15#16#20#24#25#26#50#51#52#53#56#58
197457149|4#6#12#15#16#17#18#21#25#27#29#34#36#52#54#55#56#60
197457572|19#20#23#30#31#33#50#56#57#58
197457847|12#16#18#20#21#22#25#26#27#46#58#59#60
197458564|1#2#3#4#6#7#8#9#10#12#13#14#16#17#18#19#20#22#23#24#26#27#28#30#31#32#33#34#35#36#37#38#39#40#48#49#51#52#53#59#60
197458594|1#3#4#5#6#7#8#9#11#12#16#23#26#30#31#32#36#37#40#44#48#53#55#57#58
197459396|5#6#7#11#16#20#21#23#25#29#31#41#42#43#58#59#60
197460150|12#13#19#22#23#29#32#36#37#38#45#46
197460313|1#3#5#6#11#12#13#14#15#20#21#22#25#28#29#31#32#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58
197460560|1#2#4#7#10#11#15#16#20#33#49#55
197460860|1#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#41#43#44#45#47#48#49#50#51#52#53#54#55#56#57#58#59#60
197461441|5#17#19#21#25#29#30#32#33#34#35#38#41#45#50#51#57#58
197461571|32#33#41#43#44#47#51#52#53#54#55#56
197462413|3#4#5#8#9#11#12#13#15#16#19#20#21#22#28#29#31#32#37#39#40#41#42#44#45#46#51#54#55#59
197463045|10#16#37#39#40#42#44#45#46#47#49#50#51#52#53#60
197463843|3#4#7#10#11#12#13#15#17#30#33#60
197464470|1#10#13#18#19#24#27#28#37#38#42
197465441|1#15#23#27#28#29#38#43#48#58
197466737|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#35#36#37#38#39#41#42#43#44#45#46#47#48#49#50#51#52#54#57#58
197466824|1#2#3#4#7#8#9#10#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#33#34#35#36#37#38#39#41#42#43#44#45#46#47#49#50#51#52#53#54#55#56#59
197466920|4#9#10#15#18#19#20#21#22#23#24#25#26#27#28#29#30#31#34#36#44#45#47#48#49#50#51#52#53#54
197466949|3#6#13#16#19#23#28#31#32#34#37#41#43#44#46#47#48#49#58
197467151|1#2#3#4#5#6#8#9#10#14#15#21#22#24#25#26#27#28#29#30#31#32#33#34#38#39#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
197468035|4#10#11#14#20#22#23#28#29#31#35#39#48#49#52#54#60
197468366|21#22#23#24#25#26#27#28#29#30#31#35#42#56
197469115|1#2#3#4#5#8#10#11#12#13#15#16#17#22#27#29#30#31#34#35#36#37#39#40#42#43#44#49#51#52#53#54#55#56#57#59#60
197469299|1#2#4#5#6#7#10#11#14#15#16#17#20#21#22#23#28#29#30#34#41#45#48#50#51#54#56#57
197470629|3#8#9#11#18#25#26#28#30#42#51#58#60
197470916|3#4#5#7#14#15#17#19#22#30#31#35#58#60
197472345|2#5#6#9#10#11#14#15#18#19#20#26#28#29#31#47#58
197472942|4#12#14#33#37#45#48#49#59#60
197473625|46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
197473832|6#14#25#40#41#42#46#49#51#52#53#54#55
197475522|3#4#5#6#8#18#19#30#34#52#58
197476730|34#36#37#39#40#42#44#52#53#54#55#57#59#60
197477872|2#12#15#23#30#42#43#55#56#57#58#59#60
197478076|9#40#41#42#43#44#45#46#48#49#50
197478599|3#7#8#10#13#14#15#17#18#20#21#22#23#25#26#37#38#57
197478650|2#3#5#6#7#8#9#11#12#16#18#19#22#23#24#25#26#27#28#29#30#32#35#36#37#40#44#45#46#47#48#50#52#55#56#58#59#60
197478721|3#4#5#6#7#9#10#12#35#36#37#38#45#58#59
197479019|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#60
197479953|29#30#31#34#35#36#37#41#43#44#46#51#52#53#54#55#56#57#58#60
197480484|1#12#13#16#27#34#47#50#59#60
197481280|5#12#13#15#17#18#28#30#32#43#44#45#47#48#50#52#53#54#55#56#57#58#59#60
197481431|8#14#15#16#17#18#19#20#36#52#53
197481723|1#2#5#29#44#46#48#52#53#54#55#57
197482762|3#4#5#6#7#10#12#13#15#17#18#19#21#22#32#33#34#35#36#37#38#39#40#41#42#50#51#52#58#60
197482829|4#5#7#8#9#10#12#14#19#27#29#30#31#32#33#34#35#36#37#38#39#40
197482861|2#9#11#16#19#20#21#22#25#27#28#29#31#32#33#44#45#48#49#50#54#57
197482885|4#26#27#42#44#45#48#49#54#57
197484807|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#33#34#36#37#38#39#40#41#46#48#52#53#54#55#56#57#58#59#60
197487450|1#3#4#5#14#16#17#18#19#20#25#26#27#28#29#30#31#32#33#34#37#38#41#42#48#55#59
197487676|2#4#6#9#13#14#15#18#19#20#21#22#25#26#27#28#29#33#34#35#38#39#40#45#47#49#50#51#52#53#54#55#56#57#60
197490580|4#6#7#8#14#17#19#20#21#23#24#25#27#28#29#30#31#32#33#34#35#37#38#43#45#46#58
197491497|1#2#3#4#5#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#40#44#50#51#53#54#55#58#59#60
197492247|2#3#28#29#43#45#46#47#49#50#51#52#53#56#57#58#59
197492770|2#3#4#5#6#8#9#11#12#13#14#19#20#21#22#25#26#27#28#29#30#31#34#35#36#37#38#39#40#44#48#49#50#51#53#54#55#56#57#58#59#60
197493388|1#2#3#4#5#6#7#8#9#10#11#12#13#28#34#36#37#38#50#52#53#57#58#59
197493665|6#27#28#29#30#40#42#44#46#49#51#56#57#58#59
197494458|8#9#23#26#27#28#29#30#33#34#35#38#49#50#53#54
197494602|12#14#16#18#24#25#32#47#48#49
197494869|1#2#3#5#7#8#10#13#14#16#17#18#19#20#21#23#24#25#26#27#28#29#30#31#32#34#35#38#40#41#42#45#46#49#51#57
197495850|14#15#16#17#28#29#31#32#38#40#44#50#53#54#57
197496308|1#2#3#4#5#6#7#8#9#10#11#12#13#15#16#17#18#19#20#21#22#23#24#27#28#29#30#31#32#33#34#35#40#41#44#45#46#49#50#51#52#53#54#55#57#58#59#60
197496851|2#3#5#8#9#10#12#14#16#17#18#22#24#25#26#27#29#31#32#33#36#37#40#41#43#44#46#47#49#51#52#58
197496873|6#7#13#14#21#23#26#27#28#29#30#32#34#35#37#38#40#41#43#44#45#46#47#48#49#50#51#52#53#54#60
197497075|9#10#12#13#23#24#34#37#39#40#41#42#45#46#47#48#56#60
197497195|1#11#12#13#17#18#35#38#50#52#54#56#60
197497559|1#2#3#7#8#13#15#19#20#23#25#29#36#45#46#48#52#54
197497605|2#4#8#14#15#16#18#27#29#30#32#33#34#35#36#37#38#39#40#42#44#45#46#47#48#53#55#56#57#59#60
197497882|4#5#6#7#9#10#12#13#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#48#49#51#52#54#55#56#57#58#59#60
197498302|1#2#3#9#14#15#18#19#20#22#23#24#25#27#28#29#30#31#32#33#34#35#36#37#38#40#42#44#47#54#55#56#57#58#59#60
197498310|6#16#17#18#19#20#23#27#31#37#42#44#53#54
197499153|1#2#7#9#13#14#38#44#45#46#47#51#57
197499317|2#3#4#5#21#30#33#41#42#53#54
197499390|1#3#6#28#31#32#33#38#39#40#41#42#43#44#45#46#47#49#54#55#57#58#59
197499529|5#6#14#16#18#19#20#21#23#24#26#29#32#34#42#45#46#52#54#55#57
197499725|4#5#18#21#24#25#30#31#32#33#36#38#40#44#54#56#60
197499783|2#4#6#7#11#17#18#22#23#29#35#39#41#47#50#58#60
197499950|5#6#7#11#12#14#16#17#20#21#26#29#31#32#34#37#39#40#43#45#46#47#50#51#52#58#60
197500666|1#2#3#4#5#9#32#34#44#45#50#51
197500884|4#5#26#27#28#29#30#31#33#51#52#53#54#56
197500937|1#4#27#36#38#39#40#42#46#50#51#54#56#57
197500978|16#26#27#31#40#42#43#44#46#47#48#51
197501950|1#2#3#4#5#6#7#8#9#10#11#12#13#15#16#17#18#19#20#21#22#23#24#25#26#29#30#31#34#37#38#44#45#46#47#48#50#51#53#54#56#57#58#59#60
197502519|1#6#7#8#10#12#20#21#22#23#24#25#26#27#28#29#31#32#33#34#35#37#39#42#43#44#45#46#47#48#49#51#52#53#56#57#58
197503112|6#22#23#24#29#30#31#33#36#37#38#39#41#44#55
197503141|1#2#3#4#6#7#9#10#11#12#13#14#15#16#17#19#22#23#24#25#26#27#28#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#57
197503149|13#14#15#16#17#19#21#22#23#24#36#37#48#57#58#59
197503340|6#8#9#14#23#25#28#35#39#40#47#48#51#53#55#56#60
197503876|1#2#3#5#9#11#12#25#34#41#47#48#49#50#53#57
197505279|1#2#6#7#9#10#13#16#17#21#22#23#24#26#31#33#34#35#36#37#38#40#43#46#47#48#49#50#51#53#54#55#56#57#58#59#60
197505502|2#4#5#7#10#11#12#15#16#18#21#22#24#28#33#36#38#40#41#42#43#44#45#46#47#48#49#54#55#56#57#58
197507129|4#13#23#27#28#29#30#32#34#35#40#41#42#44#47#49#50#51#52#53#54#57#59#60
197507351|1#3#4#10#13#15#17#21#23#26#28#30#31#32#39
197507531|1#2#3#7#9#10#12#13#14#15#16#17#18#19#20#21#22#23#26#27#28#29#30#31#32#33#36#37#39#40#41#42#43#44#46#47#48#50#53#54#55#58#60
197507568|5#11#15#18#20#22#23#26#27#30#35#36#39#44#45#47#49#50#51#56#57#58#60
197507576|1#2#3#4#5#6#7#8#9#11#12#14#15#18#19#20#22#23#24#27#28#29#34#35#37#39#45#46#49#50#52#53#54#56#57#59#60
197508119|44#45#46#47#48#51#52#54#55#57#58#59
197508335|1#2#3#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#21#22#23#24#25#26#27#28#30#31#32#33#34#35#36#37#38#39#40#41#42#43#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
197508790|1#2#6#7#10#11#13#14#15#16#17#19#20#21#22#23#26#50#51#58#59#60
197509236|1#3#8#9#11#15#21#23#27#28#43#47#48#50#51#53#54#55#56#57#58#60
197509602|2#15#16#20#21#24#27#28#35#39#42#43#44#46#47#48#54#56#58
197510088|2#3#4#6#7#21#35#43#44#53#54#55#59#60
197510637|1#8#11#13#15#17#21#22#23#27#28#32#34#36#38#39#40#51#52#58
197510992|3#4#6#7#8#11#14#15#18#19#21#22#23#24#25#27#28#29#30#31#32#33#34#40#41#42#43#44#47#49#51#52#54#55#56#57#58#59#60
197511031|2#5#25#26#27#31#32#33#35#36#54#55#56#57#58#59#60
197511178|5#6#33#34#35#37#40#41#42#44#45#46#52#53#56#59
197511652|36#37#39#41#42#43#44#45#48#56
197511661|5#8#9#12#13#14#17#18#22#24#36#52#53#55#56#57#58#59#60
197512333|2#5#11#12#17#18#20#21#23#24#27#29#33#45#53#59#60
197512536|2#4#5#6#8#20#22#23#28#48#51#53#54
197512990|1#2#6#16#17#24#30#32#35#36#37#40#41#46#47#48#49#50#51#52#55#60
197513763|1#5#7#11#12#14#15#18#20#23#32#42#54
197513868|33#35#36#37#38#39#40#41#42#44#45#46#47#48#49#50#51
197513956|5#6#8#10#11#18#19#23#39#45#49#53#54#58#59#60
197514063|2#5#9#10#14#17#22#23#28#45#58
197514449|2#4#5#6#7#8#9#10#11#12#13#15#16#19#20#21#22#24#25#26#27#28#29#30#31#33#34#35#36#38#39#42#43#44#45#47#48#50#51#53#54#55#56#57#59#60
197515893|2#7#8#14#15#21#22#23#26#35#36#37#42#50#51#57#58#59#60
197516453|37#38#40#49#50#51#52#54#55#56#57#58#59#60
197517307|1#5#6#8#9#10#11#12#13#14#21#22#23#24#27#29#30#31#32#33#34#35#36#37#38#39#40#41#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59
197517788|1#5#9#11#14#15#22#26#28#30#31#32#33#34#35#37#38#39#40#42#43#47#48#49#50#51#52#53#54#55#56
197519278|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#49#50#51#52#53#54#55#56#57#58#59#60
197520998|1#2#5#8#9#19#23#25#28#29#31#38#44#57#58
197521063|2#27#28#33#34#51#52#56#57#58
197521416|2#5#7#9#10#11#16#17#19#20#21#22#24#25#26#27#28#29#30#31#32#33#34#35#36#38#39#41#43#44#45#47#48#50#51#52#53#54#56#59#60
197521474|5#6#9#12#13#14#16#18#20#38#41#42#43#46#50#60
197522844|3#8#11#12#13#14#17#19#24#28#32#33#35#52#53
197523009|2#4#11#12#14#17#19#20#21#22#23#24#29#38#39#46#47#53#54#55#56#57#59#60
197523089|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#43#46#49#50#51#52#54#56#57#58#59#60
197524188|20#21#26#27#28#30#32#40#45#46#47#50#59#60
197524210|16#24#38#40#41#42#43#45#46#49#51#52#53#55#56#57#58#59#60
197524498|1#9#10#11#12#19#25#26#27#32#33#34#35#36#37#38#45#50#51#52#56
197524580|1#3#4#5#6#7#8#9#10#11#12#13#15#17#22#26#29#30#31#33#35#36#37#41#43#53#54#57
197524615|1#4#5#6#7#8#9#11#12#13#14#15#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#40#41#44#49#50#51#52#53#54#55#56#57#58#59#60
197525399|1#2#7#8#10#13#17#18#19#20#23#27#37#38#39#41#42#51#52#58
197525625|1#2#3#4#5#9#12#14#17#18#19#20#21#22#23#25#26#27#28#30#32#33#36#37#39#41#42#43#44#45#46#49#52#55#56#58#59
197525704|1#2#3#4#5#6#7#8#11#12#14#15#16#17#18#19#21#22#23#28#30#31#32#33#34#35#36#48#51#54#55#56
197525805|1#12#14#15#24#30#31#35#36#38#40#41#42#43#44#49#50#51#52#53#55#56#57#60
197526815|4#5#6#7#11#12#18#21#22#23#24#28#29#30#31#32#33#34#53#56
197526941|5#6#8#21#31#34#38#42#43#44#46#47#52
197527406|4#18#23#25#26#31#32#33#34#37#58#59#60
197528029|1#2#3#4#5#6#7#9#10#11#13#15#16#17#18#20#22#23#24#25#26#28#31#33#34#35#36#37#38#39#40#42#43#44#45#46#48#50#51#52#54#57#58#59#60
197529204|1#2#3#4#5#6#7#8#9#10#11#12#13#14#16#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#47#48#49#50#51#52#53#54#55#56#57#58#59#60
197529673|2#4#5#7#8#9#22#23#26#27#30#32#37#51#58#60
197530506|4#7#14#15#16#17#18#19#20#36#37#39#46#51#54
197531480|8#11#12#25#26#27#31#32#33#34#38#39#41#42#43#48#49#50#51#52#53#54#55#57#58#59#60
197531945|14#16#17#21#23#24#25#27#35#39#50#52#55#58
197531994|1#2#3#4#7#8#15#19#20#23#25#29#30#34#37#38#55#57
197535012|1#4#6#8#10#15#16#17#21#23#25#29#30#31#32#33#34#40#43#47#48#49#50#54#56#57
197536646|1#3#4#6#7#8#9#10#13#15#17#18#20#21#22#23#24#25#26#28#30#31#33#35#39#44#48#51#52#54#57#58#59#60
197536876|2#3#4#5#6#7#8#14#16#17#19#20#24#31#34#38#39#42#47#48#53#54#60
197537387|16#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#48#49#50#51#52#53#54#55#56#57#58#59#60
197538176|2#5#7#15#18#21#22#23#26#27#29#32#38#43#44#45#53#55#59
197538657|1#4#5#6#7#8#9#10#11#12#13#15#16#17#18#19#20#23#24#26#28#29#30#31#32#35#36#39#41#42#49#53#54#55#56#57#58#59#60
197538858|1#14#15#18#26#30#34#35#36#37#38#40#41#46#48#49#56
197539168|1#2#4#7#8#9#10#12#13#26#30#37#38#40#46#47#48
197539706|1#2#3#4#5#6#10#11#15#16#20#21#22#34#39#40#51#52#55#56#57
197539732|1#4#6#7#9#11#12#13#14#15#16#19#20#21#22#23#26#27#28#29#30#32#33#34#35#36#38#39#41#42#43#51#52#53#54#55#56#57#58
197540326|1#9#10#16#42#48#50#51#55#56#59#60
197540477|1#2#3#4#6#7#8#9#11#12#13#14#15#16#17#18#19#20#24#25#30#32#33#34#35#36#37#39#45#46#50
197541098|9#19#20#36#37#38#39#41#44#51#54#58
197541327|2#3#22#24#26#27#28#33#34#36#39#45#46#56#57#58#59#60
197541838|3#4#7#8#9#11#12#14#19#21#25#26#28#31#34#35#36#40#42#43#44#47#51#60
197542226|3#5#6#7#8#9#10#11#12#13#15#16#17#19#20#22#23#24#25#26#27#28#29#30#31#32#33#35#36#39#40#41#42#43#44#45#46#47#48#50#52#53#54#55#56
197543141|1#3#4#7#10#13#14#15#16#17#18#19#20#22#23#24#26#34#37#44#47#49#53#55#56#59
197544306|9#10#11#12#16#25#26#36#43#45
197544575|36#37#38#39#40#41#43#45#46#48#49#50#51#52#53#54#55#56#57#58#59#60
197544810|2#3#6#7#9#10#11#12#13#15#17#19#30#33#35#36#37#40#41#42#46#47#48#49#51#53#55#56#57#58
197546428|7#10#22#23#24#28#45#48#49#60
197546806|1#15#16#17#18#19#20#26#29#30#31#53
197547263|2#3#5#6#8#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#29#32#34#37#38#40#41#43#44#45#47#48#52#53#54#55#56#57#58#59#60
197547716|2#3#4#5#7#9#11#12#13#14#15#16#22#23#27#30#38#43#48#52#53#54#57#58#59#60
197547964|1#2#3#12#14#15#17#19#31#34#35#36#38#39#42#43#44#45#46#50#51#52#56
197548291|1#3#4#5#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#42#43#44#45#47#48#49#50#51#52#53#57#58#59#60
197550300|7#8#9#10#12#15#19#20#23#25#26#30#33#47#54#56
197550984|1#7#8#22#24#27#28#29#33#34#39#40#41
197552172|2#5#7#8#10#15#16#28#31#34#35#42#44#46#47#48#50#52#53
197552312|1#2#5#6#8#11#12#13#17#22#25#28#31#37#40#52#53#59
197552644|1#2#3#4#5#6#7#8#9#10#11#12#15#16#17#18#19#20#22#23#24#25#27#28#29#30#31#32#33#34#35#36#37#38#39#40#42#43#46#47#48#49#50#51#52#53#54#55#56#57#58#60
197553048|1#2#3#4#5#6#7#10#11#12#13#14#16#18#19#20#21#22#23#24#25#26#29#30#31#33#34#35#36#38#40#42#43#46#47#48#51#52#53#54#55#56#57#58#59
197553065|15#17#19#27#28#29#37#41#42#43#45#46#48#52#53#56
197554443|6#10#14#16#23#24#53#54#55#57#58
197555134|1#8#17#29#31#41#50#51#55#59#60
197555243|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#35#36#37#38#39#40#41#49#51#52#53#54#55#56#57#58#59#60
197555523|1#2#3#4#6#7#8#9#10#11#12#13#14#15#16#17#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#35#38#40#41#47#52
197556199|7#17#22#24#29#31#32#33#37#39#40#50#51#56
197556824|1#3#14#15#16#17#18#22#25#26#28#29#31#35#36#37#38#39#41#42#47#54#57
197557726|6#8#9#16#19#27#31#34#38#48
197558550|1#3#4#5#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#29#30#31#33#34#35#36#37#38#39#40#41#42#48#49#50#51#52#53#54#55#57#58#59#60
197560169|1#2#6#8#13#14#19#20#21#35#40#53
197560675|3#5#6#7#10#12#13#14#20#21#22#26#30#32#53#58
