device_id|gender|age|device|city|is_vip|topics
198411541|0|2|466|103|NULL|
198331259|0|3|43|223|NULL|
197932565|0|4|517|270|NULL|
197594198|1|2|172|136|NULL|
197524188|0|2|536|156|0|
197510992|0|4|24|206|1|
197407745|0|1|457|110|NULL|
196266397|0|3|295|310|NULL|
195902819|0|3|225|19|NULL|
195743336|0|4|287|152|NULL|
194988656|0|2|21|196|NULL|
194868715|1|3|293|147|0|
194577045|1|2|474|68|NULL|
199586078|1|4|505|153|NULL|
199290297|0|3|24|203|NULL|
199077535|1|2|541|64|0|
198816622|1|2|224|102|NULL|
198812896|0|4|306|15|NULL|
198453265|0|2|210|326|NULL|
198435504|0|1|292|284|0|
197566662|1|3|231|79|NULL|
196820169|1|4|181|166|NULL|
196537565|0|NULL|424|6|NULL|
196533832|0|3|530|129|NULL|
196470004|0|NULL|24|223|NULL|
196468095|0|2|206|312|NULL|
196225652|0|2|309|196|0|
196215468|0|3|514|54|NULL|
196140875|1|3|505|15|NULL|
195849274|0|4|517|62|NULL|
195732295|0|4|43|183|NULL|
195683421|0|2|217|36|NULL|
195412035|0|2|295|334|1|
195407715|1|3|214|80|1|
194932872|0|4|226|297|NULL|
194915951|0|2|9|202|NULL|
194544361|1|3|176|152|NULL|
194254805|0|2|421|254|NULL|
199601344|0|NULL|167|89|NULL|
199249867|0|2|181|302|1|
199048153|0|3|43|96|NULL|
199046365|0|4|422|177|NULL|
198976782|1|1|418|310|NULL|
198433170|0|2|210|52|NULL|
198386963|1|2|295|253|1|
198061734|0|4|224|293|1|
197891056|1|2|514|135|NULL|
197790633|0|1|167|266|NULL|
197499153|0|3|231|205|NULL|
197398714|0|3|536|295|NULL|
197316145|0|4|418|214|1|
197308623|1|2|224|76|NULL|
197256492|1|4|514|83|NULL|
197148528|0|3|40|294|NULL|
196957341|0|1|167|73|0|
196259785|1|3|227|46|NULL|
196182221|1|4|223|52|NULL|
196152676|0|4|532|295|0|
196005038|1|1|416|63|NULL|
195839215|1|NULL|483|269|NULL|
195762875|0|2|228|295|1|赵丽颖
195643823|0|3|295|91|NULL|
195534218|0|4|421|250|0|
195102863|1|3|299|310|NULL|
194871840|1|4|28|205|NULL|
194735715|1|2|25|74|NULL|
194715406|1|NULL|33|121|NULL|
194471475|1|2|534|293|NULL|
194368783|0|4|301|164|NULL|
194219149|0|1|482|54|NULL|
199579447|0|4|474|293|NULL|
199132571|1|4|229|228|NULL|
198869916|1|3|176|160|1|
198312004|0|4|39|146|NULL|
198078401|0|1|224|22|NULL|
197648035|0|1|505|224|NULL|
197511178|0|4|295|334|NULL|
196887380|1|4|210|47|NULL|
196769983|1|3|181|47|NULL|
196413327|1|3|514|292|NULL|
196396844|0|2|505|106|NULL|
196380078|1|3|509|183|NULL|
196366623|0|3|302|50|NULL|
195900736|1|1|504|47|1|
195591234|1|NULL|25|237|NULL|
195325485|0|NULL|223|47|NULL|
194929790|1|4|210|155|NULL|
194921299|1|2|530|88|0|
194414393|0|NULL|417|47|NULL|
194386950|0|2|303|71|NULL|
194330954|0|4|215|170|NULL|
200167555|0|4|167|267|NULL|
200090925|1|2|517|52|NULL|
199999764|1|2|539|136|NULL|
199667455|0|4|505|134|NULL|
199158155|1|3|26|180|NULL|
199145835|1|1|505|310|NULL|
198513842|1|2|430|142|NULL|
198331999|1|1|509|310|NULL|王俊凯
198169201|0|4|176|188|0|
197766080|0|4|214|253|NULL|
197758076|1|2|424|332|NULL|
197164111|0|3|509|109|0|
196405773|0|1|541|247|0|
196336444|0|3|458|240|NULL|
195849017|0|2|186|74|NULL|
195043203|0|4|283|292|NULL|
194976338|0|4|172|238|NULL|
194490228|1|2|295|234|NULL|
194223512|0|2|178|103|NULL|
199063591|0|4|224|224|NULL|
198717657|0|3|272|254|NULL|
198435137|0|NULL|505|254|NULL|
198050027|1|3|176|102|NULL|
197752726|0|2|295|302|1|
196731103|0|2|218|252|NULL|
196479174|0|2|472|251|NULL|
196355972|0|2|472|331|NULL|
196083591|1|1|42|234|NULL|
195868093|0|3|544|223|0|
195671077|0|2|25|304|NULL|
195630580|1|2|217|155|0|
195584203|0|4|509|210|NULL|
195439140|0|0|514|224|NULL|
195348421|1|1|422|330|NULL|
195077283|0|3|202|17|NULL|
194842383|0|3|36|253|NULL|
194659307|0|2|514|190|NULL|
194599770|1|3|222|103|NULL|
194109867|1|NULL|511|155|NULL|
200008507|0|4|309|297|NULL|
199779767|0|3|224|205|0|
199711697|0|3|544|74|NULL|
198730911|1|1|292|43|1|
198471479|0|4|42|226|NULL|
198187409|1|4|538|147|NULL|
198081543|0|3|301|1|NULL|
197776295|0|1|536|297|NULL|
197459396|1|2|24|326|NULL|
197360479|0|2|290|254|NULL|
197135349|0|4|27|135|NULL|
196945821|0|3|285|36|0|
196734605|0|4|421|332|NULL|
196714044|0|1|174|134|NULL|
196344573|0|2|25|210|NULL|
195954470|0|3|42|147|NULL|
195881994|0|1|458|283|NULL|
195340465|0|0|181|54|NULL|
195162362|1|3|514|91|1|
194629033|1|2|532|155|NULL|
194164479|1|3|166|297|NULL|
199999302|0|3|478|91|NULL|
199740905|0|NULL|217|205|1|乐享送
199532469|1|1|42|152|NULL|
199442769|0|3|174|30|NULL|
199419566|0|4|40|47|NULL|
198480781|0|4|24|241|NULL|
198465248|1|1|41|2|NULL|
198296709|0|3|311|335|NULL|
198217344|1|NULL|24|297|NULL|
198210715|0|4|222|142|NULL|
198146092|1|4|223|192|NULL|
197539706|0|4|202|129|0|
196287375|1|4|181|91|NULL|
195807062|1|1|215|15|NULL|
195248664|0|4|40|56|NULL|
195021976|0|3|421|324|NULL|
194873605|0|1|21|35|NULL|
194104969|1|3|50|47|NULL|
199542982|0|3|512|286|NULL|
199537581|1|3|231|294|NULL|
198965768|0|3|295|277|NULL|
198892761|1|1|418|107|NULL|
198736735|0|NULL|32|167|NULL|
198550939|0|1|483|302|0|
198240781|0|1|478|332|NULL|
197327487|0|2|512|334|NULL|
196543156|0|2|532|177|NULL|
196325658|1|1|210|161|NULL|
195788813|0|NULL|231|47|NULL|
195292408|1|3|464|165|NULL|
195187094|0|3|40|265|NULL|
195116330|1|4|472|164|NULL|
195078915|0|2|29|208|NULL|
194910691|1|2|43|103|NULL|
194657650|0|3|178|47|NULL|
194504846|1|3|186|120|NULL|
194132574|0|3|43|299|NULL|
200187778|1|1|181|156|NULL|
200177887|0|2|514|67|NULL|
199941065|0|1|210|335|NULL|
199504896|0|2|43|166|NULL|
199246895|0|4|27|170|NULL|
198621661|0|NULL|25|337|NULL|
198187013|0|2|306|63|1|
196892203|0|3|224|310|NULL|
196870524|0|2|204|67|NULL|
196681628|0|2|530|297|NULL|
196610336|0|3|178|107|1|
196231758|0|1|157|68|NULL|
196086588|0|4|292|10|NULL|
195833307|0|4|286|130|NULL|
195780474|1|NULL|551|100|NULL|
195674230|0|1|534|258|NULL|
195274061|0|3|514|46|NULL|
195191706|1|1|202|292|NULL|
194893940|0|4|28|128|NULL|
194212064|0|4|275|133|NULL|
194168976|0|NULL|9|240|NULL|
194150206|0|NULL|215|270|NULL|
200134411|0|NULL|29|160|NULL|
200121256|1|1|43|84|NULL|
200104902|1|NULL|24|223|NULL|
199895314|0|1|43|299|NULL|
199737531|0|1|39|100|NULL|
199617496|0|1|544|293|NULL|
199522390|1|3|174|334|0|
199480253|0|4|223|307|NULL|
199395568|0|4|29|164|NULL|
199003125|1|3|302|297|NULL|
198992409|0|NULL|421|74|NULL|
198870318|1|2|285|194|NULL|
198653712|0|1|229|93|NULL|
198616876|0|3|517|118|NULL|
198616135|0|3|483|297|NULL|
198174329|1|4|551|142|NULL|
198123105|0|3|224|293|NULL|
197306813|1|1|208|56|NULL|
196837252|0|1|505|47|NULL|
196044875|1|2|544|103|NULL|
195925143|0|3|466|127|NULL|
195833020|0|3|43|198|NULL|
194800639|0|2|176|52|1|
194598953|1|2|167|223|NULL|
194570753|0|4|422|136|NULL|
200084620|0|NULL|514|324|NULL|
200015414|1|3|51|56|NULL|
199860531|0|2|174|47|NULL|
199741274|0|NULL|29|39|NULL|
198956929|0|NULL|220|284|NULL|
198946699|0|3|176|223|0|
198889682|0|2|224|222|NULL|
198854396|0|2|41|85|NULL|
198594210|0|1|283|15|NULL|
198495583|1|3|473|332|1|
198137689|1|2|230|332|NULL|
197738556|0|3|424|334|NULL|
197311794|0|3|421|15|NULL|
197102134|0|0|40|270|NULL|
197003486|0|3|226|146|NULL|
196912132|1|4|418|140|NULL|
196682215|0|NULL|421|107|NULL|
196190996|0|3|174|1|NULL|
195995852|0|NULL|527|211|NULL|
195462194|0|2|296|132|NULL|
195341160|0|3|421|332|0|
194904356|1|2|482|71|NULL|
194584373|0|3|481|235|NULL|
200159199|1|3|214|91|NULL|
199405699|1|2|210|74|NULL|
199310112|1|2|178|248|NULL|
199061580|0|1|514|283|NULL|
199044553|1|2|471|297|NULL|
199011709|1|2|227|46|NULL|
198945998|0|3|311|256|NULL|
198694556|1|1|285|253|NULL|
198507035|1|1|544|170|NULL|
198211484|0|4|223|317|NULL|
198079118|0|3|24|152|NULL|
197972538|0|NULL|520|283|NULL|
197713730|0|3|505|223|NULL|
197250939|1|4|511|68|NULL|
197195669|0|3|24|211|0|
197190236|0|1|514|119|NULL|
196791827|0|3|465|234|NULL|
196459000|1|3|458|332|NULL|
196361487|0|3|167|269|NULL|
196229533|0|3|458|294|NULL|
196209960|0|2|295|80|NULL|
196197246|1|2|465|205|NULL|
196042781|0|1|477|64|NULL|
195959900|0|1|206|42|NULL|
195679183|0|3|419|74|NULL|
195399873|0|3|551|268|1|
195322756|1|4|42|104|NULL|
195190957|1|0|230|278|NULL|
195153392|0|3|530|74|0|
194562545|0|3|534|177|NULL|
194256392|0|2|458|326|0|
194075216|1|4|505|234|NULL|
199517457|1|2|167|170|1|
199511754|0|NULL|43|335|NULL|
199271890|0|NULL|465|79|NULL|
199266160|0|3|215|242|NULL|
199217978|0|2|309|257|NULL|
198462519|0|4|509|93|NULL|
198357890|0|3|230|73|NULL|
198344325|1|NULL|181|214|1|
198193473|0|3|303|223|NULL|
198002588|0|4|421|334|NULL|
197824126|0|NULL|295|169|NULL|
197360021|0|4|24|35|NULL|
196283141|0|4|231|124|NULL|
196177880|0|2|227|186|NULL|
196067275|0|NULL|178|191|NULL|
196029104|0|1|538|108|NULL|
195803599|1|3|210|257|NULL|
195600489|0|3|53|196|NULL|
195181448|0|1|292|104|NULL|
194837370|0|2|512|136|NULL|
194612147|0|4|514|179|NULL|
194496962|0|4|166|334|NULL|
194125250|0|2|55|18|NULL|
200075430|0|4|24|335|NULL|
199307927|0|2|20|47|NULL|
199270975|0|NULL|226|302|NULL|
199123981|0|4|231|225|NULL|
198239287|0|2|12|18|NULL|
198055990|0|3|530|120|NULL|
197503876|0|0|33|125|NULL|
197391762|0|3|421|210|NULL|
197190698|1|4|418|81|NULL|
196834352|1|4|295|54|NULL|
196625214|0|4|544|151|NULL|
196563878|0|4|432|297|NULL|
196482657|0|2|298|136|NULL|
196451112|1|4|541|209|NULL|
196015450|0|1|206|206|NULL|
195920227|1|2|176|177|NULL|
194543117|0|3|418|332|NULL|
194149654|0|2|210|330|NULL|
200164137|0|1|25|133|NULL|
199663637|0|3|298|164|NULL|
199642072|0|4|301|326|1|
198844393|1|1|483|188|NULL|
198391669|1|3|505|297|0|
198018941|0|3|287|270|NULL|
196897454|0|0|430|310|NULL|
196602378|0|2|295|132|NULL|
196402870|0|1|24|100|NULL|
196323129|0|2|224|57|NULL|
195672592|0|2|172|228|NULL|
195224525|0|2|214|54|NULL|
195189174|1|1|210|166|NULL|
195076007|0|1|520|315|NULL|
194902869|1|1|514|164|NULL|
194108683|0|3|33|289|NULL|
199950805|1|0|27|253|NULL|
199547416|0|4|295|155|NULL|
198400116|0|1|505|102|NULL|
197427768|0|4|25|197|NULL|
197375726|1|1|181|323|NULL|
196666146|0|3|215|51|NULL|
196413197|0|1|541|85|NULL|
196174039|0|3|302|89|1|
195904360|0|4|457|279|NULL|
195710751|1|NULL|21|253|NULL|
195631155|0|3|551|312|NULL|
195362205|0|1|417|47|NULL|
195210701|1|2|227|136|NULL|
194590572|1|4|42|335|NULL|
194442374|0|3|512|19|NULL|
194415983|0|3|458|320|NULL|
194403445|1|2|295|74|NULL|
200075640|0|2|31|122|NULL|
199475820|0|4|181|120|NULL|
199259902|0|3|299|326|NULL|
199155892|0|2|513|122|NULL|
199003022|1|3|538|149|NULL|
198894403|1|2|214|269|NULL|
198679756|1|1|181|240|1|
197563982|0|3|42|88|NULL|
197547716|1|3|541|82|NULL|
196802706|1|2|39|253|NULL|
196649869|0|3|49|138|NULL|
196567796|1|NULL|40|334|NULL|
196507494|0|1|505|53|NULL|
196128755|1|1|298|220|NULL|
196110529|0|2|505|327|1|
196090433|0|2|295|270|NULL|
195300491|0|2|544|122|NULL|
194965260|0|3|39|8|NULL|
194851164|0|1|172|137|NULL|
194788712|1|3|31|199|NULL|
194517131|0|3|24|147|NULL|
194460305|1|2|176|53|NULL|
194245046|0|NULL|512|205|NULL|
200216304|0|3|419|91|NULL|
199448226|0|1|511|57|NULL|
198664794|0|2|425|68|NULL|
198624543|0|NULL|505|203|NULL|
198603305|0|4|458|63|NULL|
198369857|0|2|157|146|NULL|
198054194|1|2|24|310|NULL|
197590610|0|3|217|74|NULL|
197392916|0|3|181|39|NULL|
197331632|1|1|176|39|0|
197182939|0|4|222|334|NULL|
197163101|0|2|28|242|NULL|
196866691|0|2|181|54|NULL|
196795606|0|2|530|191|NULL|
196747147|0|2|295|70|1|
196673402|0|2|311|332|NULL|
196342652|0|2|174|135|NULL|
195551606|0|1|295|157|NULL|
195093534|0|3|309|223|NULL|
195062312|0|4|210|283|NULL|
194610859|0|3|37|226|NULL|
194383705|1|2|49|47|NULL|
194297929|1|1|215|147|NULL|
194165640|1|4|152|47|NULL|
194062497|1|4|417|155|NULL|
200104478|0|4|306|224|NULL|
199894215|1|0|514|237|NULL|
199635567|0|1|536|148|NULL|
199471377|1|2|172|33|NULL|
199357286|0|4|512|74|NULL|
198625766|1|3|460|297|NULL|
197710316|0|NULL|458|214|NULL|
197441473|1|2|210|99|NULL|
197374509|1|2|514|91|NULL|
197200988|0|2|505|209|NULL|
197005320|0|3|473|130|0|
196648563|1|2|542|37|NULL|
196263544|0|2|430|85|NULL|
196235738|1|2|541|296|NULL|
195657896|0|3|42|315|NULL|
195312504|1|4|224|37|NULL|
200130630|0|2|536|156|NULL|
200087826|1|3|271|47|NULL|
199321687|0|3|505|317|NULL|
198655782|0|2|306|217|NULL|
198257737|0|3|214|221|NULL|
197920399|0|NULL|426|90|NULL|
197810907|1|4|181|261|NULL|
197806657|0|1|465|166|NULL|
197512990|0|3|39|91|NULL|
197209448|1|3|230|4|NULL|
196716138|0|2|218|258|NULL|
196333018|0|4|432|52|NULL|
196307441|1|4|25|197|NULL|
196163954|1|2|181|121|NULL|
195603261|0|2|167|253|NULL|
195596497|1|1|39|73|0|
195036243|0|1|157|69|NULL|
194496319|0|3|230|263|NULL|
200198478|0|1|509|118|NULL|
200178289|1|2|272|290|NULL|
199876024|0|NULL|303|233|NULL|
199706855|0|4|218|127|NULL|
199518110|0|4|549|91|NULL|
199261654|1|3|23|10|NULL|
199060941|0|4|432|72|NULL|
199027602|0|1|295|134|NULL|
198967385|0|NULL|530|229|NULL|
198702423|0|NULL|422|227|NULL|
197399558|1|2|227|47|1|
196437308|0|3|309|124|1|
195777748|1|3|299|294|NULL|
195519927|1|3|458|129|NULL|
195160675|0|4|167|201|NULL|
195034246|0|2|514|50|NULL|
194971243|1|1|530|270|NULL|
194821917|0|4|43|290|NULL|
194705749|0|3|423|223|NULL|
194635425|1|2|295|177|1|
194581639|0|1|214|47|NULL|
194546094|0|2|311|284|NULL|
194327184|0|3|298|312|NULL|
200221164|0|4|30|205|NULL|
198516275|0|NULL|26|204|NULL|
197428765|0|4|286|209|NULL|
197419508|0|1|300|172|NULL|
196077404|0|NULL|292|115|NULL|
195763910|0|2|18|46|NULL|
195398202|1|1|511|236|NULL|
195221913|0|2|544|205|NULL|
194803472|1|3|481|283|NULL|
194333020|0|4|478|49|NULL|
200029559|1|2|227|312|NULL|
199752973|0|2|174|191|NULL|
199552039|0|4|423|70|NULL|
199489578|1|2|224|47|1|
199235857|1|3|542|308|NULL|
199150196|0|NULL|286|129|0|
199145697|0|4|473|138|NULL|
198929624|0|3|172|209|NULL|
198556598|0|2|511|134|NULL|
198198422|0|4|32|124|NULL|
198137346|0|1|293|80|NULL|
197748413|1|3|215|319|NULL|
197602450|0|1|39|199|NULL|
197432814|0|2|172|156|NULL|
196799786|0|NULL|505|99|NULL|
196634703|0|4|505|265|NULL|
196389158|0|4|40|47|NULL|
196211612|1|4|530|47|NULL|
195204410|0|2|29|96|NULL|
195093059|0|1|482|248|NULL|
195092500|1|2|295|124|1|
194835218|0|2|473|319|0|
194583451|1|3|549|146|NULL|
194548827|1|3|228|289|NULL|
194416152|1|2|228|331|NULL|
194155588|0|3|458|10|NULL|
194088406|0|4|31|243|NULL|
200188543|0|NULL|335|335|NULL|
200018681|0|4|176|172|NULL|
200006370|0|3|306|39|NULL|
199017105|1|3|14|136|NULL|
198886665|0|2|511|217|NULL|
198865460|0|3|43|257|NULL|
197855698|1|2|223|103|1|
197779362|1|2|204|34|0|
197151632|0|4|417|53|NULL|
197119974|1|2|536|177|NULL|
197119835|0|1|482|278|NULL|
196747961|0|4|304|207|1|
196575557|0|3|295|320|NULL|
196321089|0|3|167|292|1|
196204748|0|2|536|75|NULL|
196004585|0|3|152|230|NULL|
195866007|0|NULL|229|223|NULL|
195575275|1|3|534|310|NULL|
194707562|1|1|224|73|NULL|
194589849|1|3|536|91|NULL|
194466360|0|3|25|259|NULL|
194107893|0|3|276|334|1|
194045955|0|4|30|172|NULL|
199509466|0|NULL|176|191|NULL|
199421459|0|4|181|292|NULL|
199278359|0|3|181|201|NULL|
199232746|1|NULL|210|183|NULL|
199176929|0|3|311|16|NULL|
199082725|1|2|181|203|NULL|
198744978|1|3|210|302|NULL|
198715573|0|3|304|115|1|
198004015|0|NULL|178|166|NULL|
197603129|1|1|458|124|NULL|
197552172|0|4|24|54|NULL|
197460860|0|0|42|332|NULL|
196784068|1|3|224|80|NULL|
196692098|1|2|299|47|NULL|
196441893|1|2|551|310|NULL|
196158776|0|3|206|58|NULL|
195273891|0|2|306|327|NULL|
195133596|0|3|210|96|NULL|
194516542|0|4|223|259|NULL|
200052563|0|4|309|177|0|
199944858|0|1|478|4|NULL|
199942754|0|4|536|206|NULL|
199833980|0|1|25|100|NULL|
199825143|0|3|551|136|NULL|
199675142|0|4|482|257|NULL|
199428710|0|2|181|46|0|
199416242|0|NULL|230|75|NULL|
199238692|1|1|478|272|0|
199174390|0|NULL|465|276|NULL|
199135337|0|3|167|297|NULL|
198695725|0|2|293|164|NULL|
198575532|1|1|176|102|NULL|
198539358|1|1|520|149|NULL|
198283643|0|2|418|181|NULL|
198067583|1|4|505|63|NULL|
197349636|0|2|544|34|NULL|
197221290|0|3|228|304|NULL|
196913715|1|3|21|61|NULL|
196652325|0|1|176|169|NULL|
196485055|0|3|482|334|NULL|
196423793|0|4|458|156|NULL|
195948069|0|NULL|514|269|NULL|
195854317|0|NULL|12|161|NULL|
195780640|0|4|202|126|NULL|
195486079|0|1|181|160|NULL|
195478589|1|3|514|98|NULL|
194812068|0|4|421|212|NULL|
194792996|0|3|285|3|0|
194786116|1|1|298|88|NULL|
194239528|1|2|224|147|NULL|
200042201|0|3|178|171|NULL|
199929632|1|2|230|92|1|
199831264|0|NULL|42|290|NULL|
199564630|0|NULL|309|142|NULL|
199469336|0|NULL|23|136|NULL|
198826143|0|4|292|136|0|
198734851|1|2|298|74|NULL|
198203983|1|2|224|52|NULL|
198145296|0|NULL|43|177|NULL|
198097137|0|2|41|39|NULL|
197567250|0|2|26|290|NULL|
197145801|0|2|544|186|NULL|
197065128|0|4|295|164|1|
196987293|0|NULL|285|74|NULL|
196886029|0|1|35|18|NULL|
196709917|0|2|210|294|NULL|
196630491|1|3|514|203|NULL|
196506907|0|4|32|300|NULL|
196011939|1|4|549|180|NULL|
195980728|0|1|24|170|NULL|
195871462|0|2|295|177|NULL|
195643877|0|3|505|39|1|
195274889|0|1|32|225|NULL|
195267194|0|NULL|235|204|NULL|
195250580|1|4|225|226|NULL|
195157687|0|NULL|215|37|NULL|
195114913|0|4|418|293|NULL|
194634355|0|3|39|211|1|
194603757|0|4|229|46|NULL|
194274488|0|1|220|333|NULL|
194183956|0|2|202|289|NULL|
194157566|1|1|223|223|NULL|
199133073|0|4|42|157|NULL|
199122100|0|2|285|136|NULL|
198708614|1|3|421|122|NULL|
198142944|1|3|303|194|NULL|
197984294|0|3|514|256|NULL|
197784259|0|0|471|74|NULL|
197539168|0|1|512|223|NULL|
195913223|0|3|530|292|0|
195683688|0|4|20|180|NULL|
195485176|0|3|223|309|NULL|
195483839|0|2|219|312|NULL|
195329355|0|3|541|33|0|
195213193|0|4|226|47|NULL|
195027137|0|3|172|127|NULL|
194106423|0|3|157|218|NULL|
200136348|0|4|25|231|NULL|
199344967|0|3|536|49|0|
198732753|0|1|504|115|1|
198544749|0|4|11|28|NULL|
197770934|0|4|286|91|NULL|
197316592|0|3|532|293|NULL|
197309144|0|NULL|426|310|NULL|
197074079|0|0|549|103|NULL|
196823512|0|3|285|253|NULL|
196276499|0|3|418|205|NULL|
196206963|0|NULL|25|223|NULL|
196033494|1|4|17|47|NULL|
195985897|0|2|224|202|NULL|
195959629|0|4|176|180|1|
195824079|NULL|NULL|1|180|NULL|
195324215|0|NULL|41|155|NULL|
195144074|0|3|214|248|NULL|
195069194|0|1|471|297|0|
194636061|0|3|458|138|NULL|
194414953|0|4|302|34|1|
194204621|1|4|176|47|NULL|
199447433|1|2|304|74|NULL|
199390120|0|3|421|277|NULL|
199228897|0|3|24|97|NULL|
199035028|0|3|298|19|NULL|
198850421|0|NULL|181|47|NULL|
198589998|1|3|24|35|NULL|
198349727|0|NULL|417|229|NULL|
197948223|0|4|42|103|NULL|
197729310|0|3|11|333|NULL|
197703746|1|2|542|40|NULL|
196729432|1|1|157|332|NULL|
196242032|1|3|530|52|1|
196028115|0|0|34|15|NULL|
195411843|1|1|174|223|0|
195143611|1|1|542|47|0|
194868241|1|1|422|42|NULL|
194793028|0|2|430|164|NULL|
194652967|0|2|214|333|1|
194351003|0|1|167|206|NULL|
194322041|0|1|514|194|NULL|
199989889|0|3|29|46|NULL|
199768774|1|3|43|256|NULL|
199708892|0|1|514|270|NULL|
199621746|1|3|210|308|NULL|
198780147|1|4|298|146|0|
198510182|0|1|227|47|NULL|
198379064|1|2|509|169|NULL|
198239755|0|2|210|292|NULL|
198210923|0|0|505|312|NULL|
197991384|0|4|542|223|1|
197759545|1|2|29|21|NULL|
197343623|1|3|167|310|NULL|
197234234|0|NULL|178|136|NULL|
196855898|0|3|306|295|NULL|
196670652|0|2|514|218|NULL|
196664136|0|NULL|224|297|NULL|
195387867|1|1|418|301|NULL|
194665691|0|4|24|47|0|
199510452|0|3|301|82|0|
199506739|0|4|289|297|1|
198318311|0|3|285|1|NULL|
197830899|0|2|50|134|NULL|
197770979|0|2|172|290|NULL|
197013156|0|0|230|74|NULL|
196646691|0|3|176|148|NULL|
195299001|0|2|210|206|1|
195158948|0|NULL|181|247|NULL|
194774511|1|1|24|35|NULL|
194668878|0|1|295|136|NULL|
194613490|1|2|542|11|NULL|
194537632|0|4|43|42|1|
199911209|0|1|23|173|NULL|
199656157|0|1|222|332|NULL|
199412162|0|NULL|464|79|NULL|
199187643|0|4|231|272|NULL|
199182194|0|4|551|140|NULL|
198946316|1|1|214|8|NULL|
198890376|0|NULL|28|250|NULL|
198843844|1|1|233|101|NULL|
198661046|0|4|234|177|NULL|
198562289|0|3|421|221|NULL|
198529659|0|1|532|146|NULL|
198528821|0|4|152|164|NULL|
198181013|0|2|474|267|NULL|
198076799|0|4|172|283|NULL|
197935445|1|1|228|85|NULL|
197805582|1|4|24|238|NULL|
197797511|0|0|50|297|NULL|
197547964|1|0|423|54|NULL|
197444128|0|3|292|215|NULL|
197426707|0|2|181|229|NULL|
195881473|0|4|233|128|NULL|
195640397|0|1|505|147|NULL|
195311641|0|4|514|35|NULL|
195200159|0|2|483|277|NULL|
194931384|1|2|295|47|NULL|
194467004|0|1|176|56|1|
194286075|0|NULL|417|206|NULL|
194251302|1|0|31|308|NULL|
200001883|0|3|534|294|0|
199281663|0|4|176|317|NULL|
199228696|0|4|23|248|NULL|
199150171|0|4|309|331|NULL|
198922718|1|2|298|35|NULL|
198489477|1|3|30|124|NULL|
198134390|0|NULL|172|248|NULL|
198038042|0|NULL|43|242|NULL|
197881693|1|2|418|32|1|
197776911|0|NULL|9|234|NULL|
197125861|1|NULL|25|92|NULL|
196843800|0|4|210|51|NULL|
195847645|0|1|299|312|NULL|
195696116|0|1|39|74|NULL|
195668162|0|NULL|23|62|NULL|
195362894|0|3|174|166|NULL|
195109421|0|3|152|52|NULL|
194889215|0|1|210|47|NULL|
194573392|0|3|301|106|NULL|
194375897|0|NULL|152|297|NULL|
199802011|1|1|172|102|NULL|
199723825|0|3|472|297|NULL|
199372726|0|3|176|248|0|
199329656|0|3|167|297|NULL|
198339402|0|2|311|254|NULL|
198157749|0|2|35|196|NULL|
198122484|0|4|218|223|0|
197763118|0|4|157|219|NULL|
197445595|0|4|220|77|NULL|
197120680|0|NULL|419|167|NULL|
196905527|0|3|536|51|0|
196605785|1|3|514|312|NULL|
196480970|0|NULL|226|103|NULL|
195207847|0|2|31|333|0|
194877013|0|2|295|270|NULL|
194747609|0|2|549|129|NULL|
200140258|1|1|478|137|NULL|
200136471|1|NULL|34|229|NULL|
199852277|0|2|157|298|NULL|
199774980|0|3|223|73|0|
199562590|0|4|514|269|NULL|
199284655|0|3|505|47|NULL|
198796350|1|3|25|39|NULL|
198794428|0|4|18|79|NULL|
198419516|0|3|29|223|NULL|
198000249|0|2|224|54|NULL|
197710126|0|2|176|312|NULL|
197441435|1|2|224|30|NULL|
197359242|0|3|224|223|0|
197329912|1|2|505|248|NULL|
196851758|1|4|311|319|NULL|
196325683|1|4|551|206|NULL|
196250372|0|3|292|51|NULL|
196235756|1|3|418|179|NULL|
195993282|0|4|311|103|NULL|
195786266|0|1|24|47|1|
195463243|1|3|227|295|0|
194735415|0|2|218|164|NULL|
194724013|0|3|473|205|NULL|
194680913|0|3|534|214|NULL|
194060216|0|4|42|31|NULL|
200066932|0|1|292|234|NULL|
199661743|0|NULL|311|121|NULL|
199364731|0|4|304|103|1|
198536013|0|4|39|177|NULL|
198456374|0|4|202|164|NULL|
198359913|0|1|210|257|NULL|
198353624|0|2|306|146|NULL|
198277908|0|4|42|236|NULL|
197930247|0|NULL|42|35|NULL|
197111276|0|0|422|56|NULL|
197077458|0|3|206|173|NULL|
196992551|0|3|20|319|NULL|
196566884|1|3|298|115|NULL|
196543547|1|4|539|229|NULL|
196337158|0|NULL|477|250|0|
196002662|1|3|551|140|NULL|
195977803|0|4|298|125|NULL|
195742709|0|4|18|237|NULL|
195523627|0|2|424|90|NULL|
195334286|0|3|275|290|NULL|
194796041|0|4|292|297|0|
194177381|0|3|268|39|NULL|
194143658|0|2|542|223|0|
194088316|1|4|218|292|NULL|
199781067|0|3|186|312|NULL|
199586342|0|4|176|194|NULL|
199193904|1|0|27|220|NULL|
199109839|0|3|218|203|NULL|
198957406|0|1|299|331|NULL|
198375376|0|4|425|319|NULL|
197936861|0|1|311|313|NULL|
197815589|0|2|233|200|NULL|
197290239|1|3|233|191|0|
197197733|0|1|474|323|1|
197114340|1|2|206|34|NULL|
195960736|1|4|227|225|NULL|
195716182|0|1|210|7|NULL|
